Title,Precio_USD,Fecha_de_publicacion,Visualizaciones,Dimension_terreno,Dimension_propiedad,Ambientes,Banos,Dormitorios,Tipo,Años_antiguedad,Operacion,Zona,Zona2,Superdestacado
Departamento · 36m² · 2 Ambientes,43000,2/28/23,0,43,36,2,1,1,Departamento,"43
años",Venta,Capital Federal,Constitución,simple
2 Amb. con Balcon con Cerramienten Amenabar Al 2500 Belgrano,83000,4/4/23,0,48,46,2,1,1,Departamento,"30
años",Venta,Capital Federal,Belgrano,simple
Departamento en Venta - Caba,65000,,0,50,47,2,1,1,Departamento,"40
años",Venta,Capital Federal,Once,simple
Venta - Ph Pta Baja 3 Amb 2 Patios Lav - P Chacabuco,93000,3/16/22,0,81,65,3,1,2,PH,,Venta,Capital Federal,Parque Chacabuco,simple
Venta Departamento Villa Crespo 4 Ambientes Dep Serv Cochera Amenities Pozo,348000,2/24/23,0,149,123,4,4,3,Departamento,En construccion,Venta,Capital Federal,Villa Crespo,superdestacado
Departamento · 62m² · 3 Ambientes · 1 Cochera,1250,2023-05-22T15:38:51.000Z,0,70,62,3,2,2,Departamento,"23
años",Alquiler,Capital Federal,Núñez,destacado
Departamento · 59m² · 2 Ambientes,119000,2018-01-10T05:03:05.000Z,16,65,59,2,1,1,Departamento,En construccion,Venta,Capital Federal,Belgrano,simple
Departamento · 35m² · 1 Ambiente,125000,8/10/23,0,40,35,1,1,1,Departamento,0 años,Venta,Capital Federal,Barrio Norte,simple
Departamento · 37m² · 1 Ambiente,100607,10/13/21,0,42,37,1,1,0,Departamento,0 años,Venta,Capital Federal,Almagro,simple
,55000,8/11/23,373,36,35,2,1,1,Departamento,"44
años",Venta,Capital Federal,Villa Crespo,simple
,600000,12/26/22,0,257,257,0,0,0,Terrenos,0 años,Venta,Capital Federal,Palermo,simple
,134000,7/18/23,64,79,73,4,1,3,Departamento,"46
años",Venta,Capital Federal,Núñez,simple
,55000,2/14/19,0,51,45,2,1,1,Departamento,"45
años",Venta,Capital Federal,Liniers,simple
Departamento · 101m² · 5 Ambientes · 1 Cochera,210000,2023-03-17T14:37:45.000Z,29,109,101,5,1,3,Departamento,"50
años",Venta,Capital Federal,Barrio Norte,simple
Departamento · 60m² · 3 Ambientes,700,3/30/23,0,60,60,3,1,2,Departamento,,Alquiler Temporal,Capital Federal,Palermo,simple
Departamento · 171m² · 5 Ambientes · 2 Cocheras,998000,12/2/20,52,171,171,5,3,3,Departamento,"10
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 37m² · 2 Ambientes,85000,2023-04-14T18:40:55.000Z,73,37,37,2,0,1,Departamento,"300
años",Venta,Capital Federal,Barrio Norte,superdestacado
Oficina comercial · 22m² · 3 Ambientes,40000,2020-05-28T01:15:07.000Z,0,22,22,3,3,0,Local Comercial,"50
años",Venta,Capital Federal,San Nicolás,simple
